WeekStarting,Store,Brand,Advert,Price,Revenue
1990-06-28,1027,dominicks,1,2.06,20768.92
1990-07-05,1001,dominicks,1,2.08,24937.12000000001
1990-07-05,1030,tropicana,1,2.68,39023.48
1990-07-05,1020,tropicana,1,2.06,33242.22
1990-07-05,1028,tropicana,1,2.56,45736.96
1990-07-05,1023,tropicana,1,2.42,23086.8
1990-07-05,1018,tropicana,1,2.18,32019.840000000004
1990-07-05,1007,minute_maid,1,2.47,28916.29
1990-07-05,1013,dominicks,1,2.56,37245.44
1990-07-05,1014,tropicana,1,2.12,19315.32
1990-07-05,1004,minute_maid,1,2.3,29403.2
1990-07-05,1003,dominicks,1,2.1,23186.1
1990-07-05,1000,dominicks,1,2.33,33127.94
1990-07-05,1012,dominicks,1,2.58,36633.42
1990-07-05,1015,dominicks,1,2.14,34815.66
1990-07-05,1014,minute_maid,1,2.22,40661.52
1990-07-05,1007,tropicana,1,2.27,37734.21
1990-07-05,1019,tropicana,1,2.33,34162.46
1990-07-05,1025,tropicana,1,2.58,50805.36
1990-07-05,1008,tropicana,1,2.48,26905.52
1990-07-05,1021,dominicks,1,2.17,22769.81
1990-07-05,1028,minute_maid,1,2.19,41686.65
1990-07-05,1029,tropicana,1,2.52,25157.16
1990-07-05,1031,dominicks,1,2.47,42162.9
1990-07-05,1004,tropicana,1,2.08,23179.52
1990-07-05,1018,minute_maid,1,2.07,22173.84
1990-07-05,1024,tropicana,1,1.92,23781.12
1990-07-05,1002,dominicks,1,1.98,26947.8
1990-07-05,1013,tropicana,1,2.23,26697.56
1990-07-05,1016,minute_maid,1,2.58,40655.64
1990-07-05,1002,tropicana,1,2.6,49446.8
1990-07-05,1031,tropicana,1,2.22,40479.48
1990-07-05,1029,minute_maid,1,2.61,25330.05
1990-07-05,1025,dominicks,1,2.36,38498.68
1990-07-05,1016,tropicana,1,2.2,24926.000000000004
1990-07-05,1025,minute_maid,1,2.18,25063.46000000001
1990-07-05,1003,tropicana,1,2.05,26590.55
1990-07-05,1030,minute_maid,1,2.33,45747.22
1990-07-05,1012,tropicana,1,2.49,37081.08
1990-07-05,1019,dominicks,1,2.1,34427.4
1990-07-05,1019,minute_maid,1,2.54,48407.32
1990-07-05,1020,minute_maid,1,2.53,45833.48
1990-07-05,1029,dominicks,1,2.28,22011.12
1990-07-05,1030,dominicks,1,2.48,36200.56
1990-07-05,1001,minute_maid,1,2.23,44550.94
1990-07-05,1024,dominicks,1,2.61,27940.05
1990-07-05,1008,dominicks,1,2.65,29589.9
1990-07-05,1015,minute_maid,1,2.55,37168.8
1990-07-05,1008,minute_maid,1,2.53,38977.18
1990-07-05,1009,dominicks,1,1.98,24478.74
1990-07-05,1018,dominicks,1,2.65,25016.0
1990-07-05,1002,minute_maid,1,2.18,22811.52
1990-07-05,1017,tropicana,1,2.42,42456.48
1990-07-05,1023,dominicks,1,2.2,38478.0
1990-07-05,1014,dominicks,1,2.3,33322.399999999994
1990-07-05,1024,minute_maid,1,2.55,45553.2
1990-07-05,1012,minute_maid,1,2.15,38667.75
1990-07-05,1004,dominicks,1,2.1,34845.3
1990-07-05,1031,minute_maid,1,2.06,33520.32
1990-07-05,1013,minute_maid,1,2.49,29949.72
1990-07-05,1020,dominicks,1,2.09,29769.96
1990-07-05,1001,tropicana,1,2.37,35779.89
1990-07-05,1003,minute_maid,1,2.52,41219.64
1990-07-05,1005,dominicks,1,2.04,25000.2
1990-07-05,1015,tropicana,1,2.38,23714.32
1990-07-05,1005,tropicana,1,2.6,25196.6
1990-07-05,1026,minute_maid,1,2.25,25274.25
1990-07-05,1028,dominicks,1,1.93,34767.02
1990-07-05,1026,dominicks,1,2.18,28725.86
1990-07-05,1027,minute_maid,1,2.17,25640.72
1990-07-05,1021,tropicana,1,2.44,33413.36
1990-07-05,1027,dominicks,1,2.41,40290.38000000001
1990-07-05,1005,minute_maid,1,2.57,49547.03
1990-07-05,1006,dominicks,1,2.51,42557.05
1990-07-05,1017,dominicks,1,1.9,24836.8
1990-07-05,1032,tropicana,1,2.13,42154.83
1990-07-05,1006,tropicana,1,2.64,44000.88000000001
1990-07-05,1010,dominicks,1,2.48,34561.28
1990-07-05,1006,minute_maid,1,2.25,22050.0
1990-07-05,1011,minute_maid,1,2.4,22152.0
1990-07-05,1022,dominicks,1,2.59,38192.14
1990-07-05,1007,dominicks,1,2.0,25302.0
1990-07-05,1011,dominicks,1,2.35,24804.25
1990-07-05,1009,tropicana,1,2.62,31180.620000000014
1990-07-05,1032,dominicks,1,2.16,28293.84
1990-07-05,1026,tropicana,1,2.0,38078.0
1990-07-05,1000,tropicana,1,1.92,30518.4
1990-07-05,1009,minute_maid,1,2.2,42048.60000000001
1990-07-05,1010,minute_maid,1,2.27,21798.81
1990-07-05,1016,dominicks,1,2.34,31395.78
1990-07-05,1023,minute_maid,1,2.65,52454.1
1990-07-05,1021,minute_maid,1,2.32,43599.76
1990-07-05,1032,minute_maid,1,2.19,40059.48
1990-07-05,1011,tropicana,1,2.23,41602.88
1990-07-05,1022,tropicana,1,2.68,31238.08
1990-07-05,1022,minute_maid,1,2.21,23079.03
1990-07-05,1010,tropicana,1,2.08,20872.8
1990-07-05,1027,tropicana,1,2.31,42968.31
1990-07-05,1017,minute_maid,1,2.63,38271.76
1990-07-05,1000,minute_maid,1,2.6,33818.200000000004
1990-07-12,1029,dominicks,1,2.01,23502.93
1990-07-12,1015,tropicana,1,2.69,44818.09
1990-07-12,1006,dominicks,1,2.48,48263.28
1990-07-12,1025,dominicks,1,2.39,46798.59
1990-07-12,1005,minute_maid,1,2.09,31473.31
1990-07-12,1010,minute_maid,1,2.56,23738.88
1990-07-12,1031,minute_maid,1,2.68,48371.32
1990-07-12,1020,minute_maid,1,2.25,34593.75
1990-07-12,1003,tropicana,1,2.62,47047.34
1990-07-12,1030,minute_maid,1,2.46,28627.02
1990-07-12,1006,tropicana,1,2.28,20770.8
1990-07-12,1012,tropicana,1,2.18,41781.88000000001
1990-07-12,1007,dominicks,1,2.23,32535.7
1990-07-12,1019,dominicks,1,2.26,37857.26
1990-07-12,1025,minute_maid,1,2.23,33601.64
1990-07-12,1022,tropicana,1,2.26,20679.0
1990-07-12,1011,dominicks,1,2.39,42582.63000000001
1990-07-12,1029,minute_maid,1,2.1,41871.9
1990-07-12,1031,tropicana,1,2.34,23018.58
1990-07-12,1022,minute_maid,1,2.23,41779.05
1990-07-12,1013,minute_maid,1,2.07,40338.09
1990-07-12,1023,minute_maid,1,2.21,33178.73
1990-07-12,1008,tropicana,1,2.66,39849.46
1990-07-12,1015,dominicks,1,2.23,21920.9
1990-07-12,1007,tropicana,1,2.05,24991.55
1990-07-12,1000,tropicana,1,2.64,46725.36
1990-07-12,1019,tropicana,1,2.66,30973.04
1990-07-12,1032,minute_maid,1,2.16,39098.16
1990-07-12,1029,tropicana,1,1.94,31771.38
1990-07-12,1010,tropicana,1,2.59,26363.61
1990-07-12,1018,dominicks,1,2.31,21797.16
1990-07-12,1005,tropicana,1,2.21,25768.6
1990-07-12,1003,minute_maid,1,2.22,25538.88
1990-07-12,1027,dominicks,1,2.41,29385.13
1990-07-12,1030,dominicks,1,2.42,47260.18
1990-07-12,1013,dominicks,1,2.58,44231.52
1990-07-12,1019,minute_maid,1,2.0,35786.0
1990-07-12,1016,minute_maid,1,2.14,41411.14
1990-07-12,1026,dominicks,1,2.22,38976.54
1990-07-12,1027,minute_maid,1,2.12,29858.08
1990-07-12,1020,dominicks,1,2.48,46547.12
1990-07-12,1024,minute_maid,1,1.92,34627.2
1990-07-12,1009,tropicana,1,2.14,36895.74000000001
1990-07-12,1008,dominicks,1,1.96,22826.16
1990-07-12,1001,minute_maid,1,2.25,21080.25
1990-07-12,1013,tropicana,1,2.15,26128.95
1990-07-12,1022,dominicks,1,1.95,35232.6
1990-07-12,1016,tropicana,1,2.59,50445.43
1990-07-12,1002,tropicana,1,1.98,19233.72
1990-07-12,1024,dominicks,1,2.6,37341.2
1990-07-12,1032,dominicks,1,2.52,37351.44
1990-07-12,1000,minute_maid,1,1.9,32925.1
1990-07-12,1011,minute_maid,1,2.66,44174.62
1990-07-12,1018,tropicana,1,2.49,42232.890000000014
1990-07-12,1007,minute_maid,1,2.42,33248.38
1990-07-12,1010,dominicks,1,2.16,31393.44
1990-07-12,1005,dominicks,1,2.47,42990.35000000001
1990-07-12,1017,dominicks,1,2.1,35865.9
1990-07-12,1014,minute_maid,1,2.0,33706.0
1990-07-12,1012,dominicks,1,2.15,32168.3
1990-07-12,1002,dominicks,1,2.01,33534.84
1990-07-12,1009,minute_maid,1,2.1,41884.5
1990-07-12,1028,dominicks,1,2.08,31826.08
1990-07-12,1026,minute_maid,1,2.16,38370.24000000001
1990-07-12,1021,dominicks,1,2.6,28571.4
1990-07-12,1024,tropicana,1,2.64,51833.76
1990-07-12,1000,dominicks,1,2.01,32009.25
1990-07-12,1028,minute_maid,1,1.92,28961.28
1990-07-12,1031,dominicks,1,2.12,41939.96
1990-07-12,1025,tropicana,1,2.69,48839.64
1990-07-12,1018,minute_maid,1,2.19,27140.67
1990-07-12,1021,minute_maid,1,2.28,29927.28
1990-07-12,1004,tropicana,1,2.33,27512.64
1990-07-12,1016,dominicks,1,2.6,40492.4
1990-07-12,1001,dominicks,1,2.59,45091.9
1990-07-12,1014,tropicana,1,2.62,51501.34
1990-07-12,1023,tropicana,1,2.02,19147.58
1990-07-12,1011,tropicana,1,2.3,43596.5
1990-07-12,1023,dominicks,1,2.4,24780.0
1990-07-12,1028,tropicana,1,2.46,39465.78
1990-07-12,1030,tropicana,1,2.12,19537.92
1990-07-12,1004,minute_maid,1,2.4,46795.2
1990-07-12,1006,minute_maid,1,2.17,21433.09
1990-07-12,1004,dominicks,1,2.51,50182.42999999999
1990-07-12,1001,tropicana,1,2.44,32654.52
1990-07-12,1014,dominicks,1,2.55,37607.4
1990-07-12,1012,minute_maid,1,2.1,32860.8
1990-07-12,1017,minute_maid,1,1.92,28229.76
1990-07-12,1017,tropicana,1,2.43,30486.78
1990-07-12,1027,tropicana,1,2.66,36936.76
1990-07-12,1002,minute_maid,1,2.55,47769.15
1990-07-12,1026,tropicana,1,2.35,26263.6
1990-07-12,1009,dominicks,1,2.56,33904.64
1990-07-12,1021,tropicana,1,2.05,37824.55
1990-07-12,1003,dominicks,1,2.29,32884.4
1990-07-12,1015,minute_maid,1,1.96,24886.12
1990-07-12,1020,tropicana,1,2.55,48725.4
1990-07-12,1008,minute_maid,1,2.62,43117.34
1990-07-12,1032,tropicana,1,2.05,19270.0
1990-07-19,1014,dominicks,1,2.62,25471.64
1990-07-19,1031,dominicks,1,2.23,39671.7
1990-07-19,1018,minute_maid,1,2.03,30171.89
1990-07-19,1018,tropicana,1,2.52,48580.56
1990-07-19,1031,minute_maid,1,2.15,32026.4
1990-07-19,1025,dominicks,1,2.07,28754.37
1990-07-19,1016,dominicks,1,2.25,33088.5
1990-07-19,1023,dominicks,1,2.62,37992.62
1990-07-19,1008,dominicks,1,2.16,38877.84
1990-07-19,1014,tropicana,1,2.28,44145.35999999999
1990-07-19,1026,tropicana,1,2.51,31058.74
1990-07-19,1015,dominicks,1,2.35,46797.9
1990-07-19,1022,minute_maid,1,2.69,27594.02
1990-07-19,1022,tropicana,1,2.34,23063.04
1990-07-19,1001,tropicana,1,2.14,24351.06
1990-07-19,1008,tropicana,1,2.04,27892.92
1990-07-19,1030,tropicana,1,1.9,20860.1
1990-07-19,1006,tropicana,1,2.18,23609.4
1990-07-19,1000,tropicana,1,2.26,40311.62
1990-07-19,1018,dominicks,1,2.59,26542.32
1990-07-19,1032,minute_maid,1,2.27,44244.57
1990-07-19,1024,minute_maid,1,2.44,43175.8
1990-07-19,1017,dominicks,1,2.28,36744.48
1990-07-19,1009,tropicana,1,1.94,22668.9
1990-07-19,1010,minute_maid,1,2.15,29482.95
1990-07-19,1014,minute_maid,1,2.56,30947.84
1990-07-19,1002,dominicks,1,2.41,24726.6
1990-07-19,1030,minute_maid,1,2.61,51604.92
1990-07-19,1019,dominicks,1,1.92,21081.6
1990-07-19,1008,minute_maid,1,2.44,30012.0
